<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.09.18	3569.020	3601.520	3569.020	3590.020	22953	39825	0
2014.09.19	3584.160	3610.970	3564.470	3586.970	24678	46130	0
2014.09.22	3610.600	3637.390	3607.890	3635.390	19480	34308	0
2014.09.23	3621.220	3652.930	3613.930	3649.430	23377	42013	0
2014.09.24	3631.740	3658.520	3604.020	3607.020	22921	40464	0
2014.09.25	3621.220	3671.240	3621.220	3664.240	31409	55071	0
2014.09.26	3667.270	3694.270	3644.770	3661.770	27973	49156	0
2014.09.29	3713.360	3747.390	3696.890	3707.890	24703	43990	0
2014.09.30	3715.510	3727.510	3699.010	3702.510	14276	30828	0
2014.10.01	3727.470	3767.460	3710.960	3756.460	24939	44210	0
2014.10.02	3747.790	3778.470	3737.970	3774.470	24367	43534	0
2014.10.03	3783.750	3790.040	3720.540	3727.040	29574	55073	0
2014.10.06	3587.070	3674.320	3580.320	3666.320	32883	58716	0
2014.10.07	3666.640	3666.970	3617.470	3635.470	27778	48000	0
2014.10.08	3622.320	3666.560	3586.060	3598.060	36051	61982	0
2014.10.09	3569.810	3629.270	3563.770	3622.770	28812	46838	0
2014.10.10	3646.370	3668.420	3626.420	3662.920	25852	42110	0
2014.10.13	3617.870	3619.800	3592.300	3615.800	20195	31525	0
2014.10.14	3626.140	3629.840	3607.840	3623.840	21844	34166	0
2014.10.15	3629.840	3712.150	3629.840	3699.150	36041	59608	0
2014.10.16	3762.040	3777.570	3714.070	3740.570	39300	65582	0
2014.10.17	3686.910	3713.420	3657.920	3674.920	27320	45058	0
2014.10.20	3685.470	3719.670	3678.170	3715.170	18555	29252	0
2014.10.21	3752.980	3767.540	3717.540	3742.040	19953	32875	0
2014.10.22	3742.510	3752.470	3716.970	3746.470	18884	31474	0
2014.10.23	3765.010	3787.510	3746.010	3757.010	21947	35866	0
2014.10.24	3749.190	3767.530	3693.030	3729.530	21567	34987	0
2014.10.27	3846.100	3849.100	3780.830	3793.330	28686	48463	0
2014.10.28	3772.520	3775.520	3700.040	3703.040	21886	36880	0
2014.10.29	3705.680	3714.180	3646.180	3701.180	27120	47932	0
2014.10.30	3641.890	3654.920	3595.920	3605.920	25884	45863	0
2014.10.31	3566.950	3672.450	3560.320	3663.450	27957	50256	0
2014.11.03	3670.870	3723.020	3647.520	3705.020	20410	34152	0
2014.11.04	3716.600	3755.870	3700.370	3704.370	22242	35785	0
2014.11.05	3743.870	3754.400	3721.400	3724.400	19946	31228	0
2014.11.06	3720.260	3813.230	3701.230	3805.730	32300	49515	0
2014.11.07	3807.210	3838.670	3780.670	3798.670	31798	49873	0
2014.11.10	3777.050	3783.890	3756.890	3777.890	20433	30437	0
2014.11.11	3795.480	3807.710	3783.710	3786.210	14837	24441	0
2014.11.12	3792.510	3801.210	3761.210	3799.210	22530	39098	0
2014.11.13	3807.210	3862.910	3795.410	3830.410	24376	41559	0
2014.11.14	3847.070	3886.310	3841.310	3851.310	29069	48842	0
2014.11.17	3861.860	3875.490	3821.990	3855.490	21431	37357	0
2014.11.18	3852.240	3855.990	3819.990	3822.490	20957	34556	0
2014.11.19	3827.910	3839.460	3796.460	3804.960	25694	42241	0
2014.11.21	3782.230	3784.460	3717.460	3727.460	33950	55911	0
2014.11.24	3707.740	3757.810	3695.310	3751.310	23603	40602	0
2014.11.25	3757.870	3765.010	3719.010	3735.510	21792	35882	0
2014.11.26	3726.950	3727.490	3679.490	3686.490	22876	39879	0
2014.11.27	3686.360	3738.910	3683.910	3738.410	14050	25499	0
2014.11.28	3713.200	3775.010	3711.750	3753.010	18013	29867	0
2014.12.01	3758.260	3777.700	3729.200	3747.200	24748	40983	0
2014.12.02	3748.060	3780.190	3748.060	3765.690	18914	30938	0
2014.12.03	3772.040	3785.970	3737.470	3744.470	17754	29762	0
2014.12.04	3764.770	3789.390	3754.890	3788.390	21676	35151	0
2014.12.05	3790.230	3811.630	3767.630	3782.130	23241	38121	0
2014.12.08	3800.410	3820.780	3787.780	3797.780	19311	31289	0
2014.12.09	3803.330	3817.780	3774.280	3786.280	19941	34512	0
2014.12.10	3796.770	3819.060	3778.560	3819.060	22961	41144	0
2014.12.11	3818.580	3871.460	3815.960	3867.460	26490	46912	0
2014.12.12	3876.040	3903.420	3861.420	3873.920	29213	52048	0
2014.12.15	3872.400	3935.900	3871.400	3926.900	29271	49575	0
2014.12.16	3918.880	4024.200	3916.700	3999.200	43055	76908	0
2014.12.17	4009.000	4017.010	3896.510	3967.510	38503	60559	0
2014.12.18	3934.150	3934.900	3855.210	3877.210	28646	46795	0
2014.12.19	3879.620	3890.350	3846.350	3871.850	31395	53728	0
2014.12.22	3855.630	3879.090	3849.090	3875.090	20098	31759	0
2014.12.23	3873.080	3933.760	3860.260	3919.260	25819	41099	0
2014.12.26	3918.150	3921.700	3881.700	3882.700	9957	16006	0
2014.12.29	3884.780	3934.260	3874.570	3924.760	18734	29087	0
2014.12.30	3950.100	3950.100	3856.160	3877.160	13826	30409	0
2015.01.02	3903.780	3944.720	3896.720	3925.220	20314	35060	0
2015.01.05	3942.840	3977.360	3942.840	3948.360	23563	38466	0
2015.01.06	3949.330	3964.840	3926.340	3935.340	22534	38513	0
2015.01.07	3921.130	3948.540	3898.540	3914.540	25628	45108	0
2015.01.08	3890.020	3930.800	3878.800	3879.300	22850	44608	0
2015.01.09	3882.060	3891.560	3831.560	3836.560	28032	50576	0
2015.01.12	3842.980	3897.340	3833.840	3894.340	20507	36592	0
2015.01.13	3889.300	3901.440	3834.940	3855.440	26256	51511	0
2015.01.14	3856.000	3859.000	3787.000	3800.500	24399	47799	0
2015.01.15	3811.890	3840.470	3773.970	3837.970	35291	65667	0
2015.01.16	3834.280	3835.770	3800.350	3813.350	21759	37492	0
2015.01.19	3814.040	3865.820	3804.820	3848.320	11780	25211	0
2015.01.20	3837.910	3850.270	3794.270	3800.770	22791	41944	0
2015.01.21	3783.620	3792.100	3754.100	3777.600	32822	60732	0
2015.01.22	3753.210	3759.190	3704.690	3736.690	32849	57107	0
2015.01.23	3747.470	3764.860	3729.360	3747.360	23886	44833	0
2015.01.26	3751.060	3779.520	3744.520	3751.020	21289	39701	0
2015.01.27	3754.690	3764.640	3724.140	3730.140	20341	36078	0
2015.01.28	3726.490	3750.620	3720.120	3735.120	22334	40502	0
2015.01.29	3746.710	3786.970	3743.970	3772.470	25147	41924	0
2015.01.30	3777.860	3853.830	3773.530	3847.330	3015	6046	0
2015.02.02	3841.520	3911.880	3829.880	3906.380	29073	50407	0
2015.02.03	3898.550	3903.150	3859.150	3866.150	37194	65844	0
2015.02.04	3880.710	3944.420	3866.420	3936.920	30109	53286	0
2015.02.05	3916.330	3953.500	3903.500	3932.000	31759	56231	0
2015.02.06	3931.330	3992.740	3931.330	3985.240	34462	62485	0
2015.02.09	3991.890	4006.390	3970.890	3975.890	28469	49348	0
2015.02.10	3979.060	4062.430	3977.630	4052.430	37183	72545	0
2015.02.11	4075.960	4127.790	4075.790	4113.790	44187	82362	0
2015.02.12	4092.370	4116.560	4029.060	4029.060	42175	77107	0
2015.02.13	4048.890	4083.340	4029.840	4059.840	33474	58929	0
2015.02.18	4064.590	4075.890	4041.890	4052.890	15870	27516	0
2015.02.19	4063.150	4096.170	4058.940	4093.670	28777	52423	0
2015.02.20	4090.250	4115.060	4079.060	4096.060	32100	57938	0
2015.02.23	4121.650	4143.310	4091.810	4110.810	32459	60033	0
2015.02.24	4110.220	4118.550	4028.550	4030.050	37945	69458	0
2015.02.25	4075.960	4110.510	4052.510	4095.510	40014	74871	0
2015.02.26	4075.270	4144.220	4053.720	4140.220	49480	93715	0
2015.02.27	4135.890	4160.590	4088.090	4088.090	3670	7557	0
2015.03.02	4110.110	4151.780	4092.780	4147.780	34886	63028	0
2015.03.03	4159.980	4209.770	4154.770	4205.770	43586	79690	0
2015.03.04	4257.380	4302.700	4236.200	4274.200	52752	104604	0
2015.03.05	4275.840	4324.660	4271.660	4301.160	53202	101224	0
2015.03.06	4316.440	4400.870	4276.370	4392.370	65443	125356	0
2015.03.09	4386.200	4486.460	4381.920	4472.960	57467	109516	0
2015.03.10	4536.320	4545.580	4431.070	4449.570	75184	126608	0
2015.03.11	4431.000	4491.600	4412.600	4475.600	77864	136800	0
2015.03.12	4431.000	4528.800	4403.800	4520.300	60159	111570	0
2015.03.13	4584.010	4692.080	4554.080	4655.080	93886	158983	0
2015.03.16	4663.700	4664.400	4587.950	4629.950	64649	109976	0
2015.03.17	4636.620	4697.620	4619.120	4638.620	72844	129852	0
2015.03.18	4621.020	4681.940	4555.940	4583.440	82617	146223	0
2015.03.19	4625.290	4719.770	4619.770	4701.270	81922	142981	0
2015.03.20	4682.870	4732.760	4581.260	4611.260	84780	151578	0
2015.03.23	4586.830	4599.520	4461.020	4470.520	71373	125374	0
2015.03.24	4446.680	4523.810	4413.310	4485.310	89861	161921	0
2015.03.25	4524.250	4564.370	4445.870	4563.870	86117	145753	0
2015.03.26	4575.440	4594.390	4525.890	4530.890	92617	158818	0
2015.03.27	4538.480	4618.110	4527.090	4617.610	69593	115502	0
2015.03.30	4652.300	4681.860	4571.860	4593.360	71537	118209	0
2015.03.31	4635.290	4655.050	4513.550	4562.050	80227	143137	0
2015.04.01	4515.130	4541.190	4461.690	4505.190	76356	125881	0
2015.04.02	4510.930	4536.590	4447.090	4464.590	72083	116686	0
2015.04.06	4396.330	4446.690	4390.690	4443.190	52350	90474	0
2015.04.07	4452.230	4479.100	4434.600	4460.600	63548	115006	0
2015.04.08	4426.020	4426.710	4336.680	4336.680	73791	130639	0
2015.04.09	4321.410	4369.850	4300.850	4346.850	75457	126785	0
2015.04.10	4368.740	4397.290	4362.790	4375.290	63485	106205	0
2015.04.13	4399.890	4440.950	4383.950	4438.950	63155	105763	0
2015.04.14	4427.450	4433.390	4351.390	4360.890	62892	106593	0
2015.04.15	4375.100	4390.470	4304.470	4307.970	74852	128529	0
2015.04.16	4269.090	4310.490	4253.490	4283.490	73386	127399	0
2015.04.17	4280.380	4354.150	4264.150	4321.150	77353	135466	0
2015.04.20	4332.730	4336.270	4291.890	4304.890	60542	105064	0
2015.04.22	4294.570	4300.660	4246.160	4266.660	54750	92572	0
2015.04.23	4258.440	4294.520	4216.520	4217.520	64992	112053	0
2015.04.24	4210.400	4230.150	4180.150	4181.650	52445	90225	0
2015.04.27	4172.930	4189.960	4110.960	4125.960	59180	102873	0
2015.04.28	4102.950	4161.130	4082.630	4149.630	64831	109474	0
2015.04.29	4175.740	4197.060	4124.560	4188.560	90972	168751	0
2015.04.30	4139.070	4253.030	4139.070	4245.030	80819	139806	0
2015.05.04	4325.890	4358.390	4305.890	4345.890	54099	92865	0
2015.05.05	4334.210	4344.960	4281.460	4302.960	68440	115276	0
2015.05.06	4316.130	4322.330	4251.330	4259.330	64537	116614	0
2015.05.07	4262.450	4297.630	4239.130	4256.130	70441	121681	0
2015.05.08	4247.090	4273.500	4187.000	4187.000	67822	119513	0
2015.05.11	4183.670	4298.170	4173.910	4294.170	66066	118724	0
2015.05.12	4284.750	4314.980	4224.980	4231.480	68069	119732	0
2015.05.13	4221.280	4258.080	4181.580	4251.580	70094	126478	0
2015.05.14	4261.740	4263.840	4197.630	4198.630	66398	120106	0
2015.05.15	4208.760	4221.850	4162.350	4195.350	57602	102071	0
2015.05.18	4208.760	4237.990	4192.990	4208.990	51820	91851	0
2015.05.19	4221.990	4256.080	4203.080	4250.080	61471	110949	0
2015.05.20	4255.480	4258.950	4196.490	4200.490	68357	119454	0
2015.05.21	4200.420	4252.100	4192.100	4242.100	55761	96697	0
2015.05.22	4244.300	4324.310	4236.310	4320.310	53395	97857	0
2015.05.25	4345.390	4375.810	4330.310	4331.310	32361	55771	0
2015.05.26	4350.920	4401.310	4343.950	4400.810	58188	102577	0
2015.05.27	4397.690	4444.540	4382.040	4384.540	66949	114039	0
2015.05.28	4401.110	4448.250	4392.250	4417.750	81082	149461	0
2015.05.29	4401.110	4426.110	4373.610	4422.110	3402	8591	0
2015.06.01	4446.180	4468.210	4400.210	4404.710	61608	101237	0
2015.06.02	4381.400	4391.900	4345.900	4349.900	61598	106244	0
2015.06.03	4357.380	4370.460	4314.960	4352.460	62868	116971	0
2015.06.05	4370.400	4425.390	4306.890	4368.890	67008	122572	0
2015.06.08	4360.070	4360.070	4314.010	4321.510	55276	98739	0
2015.06.09	4313.280	4323.780	4288.280	4299.280	53372	96736	0
2015.06.10	4267.200	4315.940	4248.440	4314.440	63818	121749	0
2015.06.11	4371.100	4388.690	4282.190	4286.190	74273	143492	0
2015.06.12	4300.190	4329.250	4282.750	4317.750	62273	110940	0
2015.06.15	4335.330	4344.380	4293.380	4332.380	55799	97255	0
2015.06.16	4336.700	4344.900	4273.900	4277.400	57895	101622	0
2015.06.17	4282.980	4290.620	4224.620	4233.120	73128	139795	0
2015.06.18	4219.640	4237.780	4191.280	4231.280	63605	116351	0
2015.06.19	4245.800	4284.800	4224.300	4277.300	58636	105028	0
2015.06.22	4276.030	4280.240	4238.070	4249.070	51343	94610	0
2015.06.23	4268.510	4296.210	4244.210	4244.210	62446	121915	0
2015.06.24	4236.840	4276.610	4227.610	4268.110	55292	109221	0
2015.06.25	4270.570	4316.240	4250.740	4308.240	74134	154352	0
2015.06.26	4330.490	4333.250	4298.870	4307.370	56801	109333	0
2015.06.29	4333.940	4340.080	4280.200	4292.200	66089	127805	0
2015.06.30	4305.370	4306.720	4256.620	4279.620	63404	124865	0
2015.07.01	4276.750	4324.920	4268.420	4321.420	54678	105152	0
2015.07.02	4342.810	4346.190	4264.120	4269.120	56364	108534	0
2015.07.03	4281.540	4321.830	4274.690	4310.330	33545	69300	0
2015.07.06	4333.280	4338.060	4305.080	4312.080	51566	96868	0
2015.07.07	4335.330	4396.900	4334.580	4381.900	68972	136705	0
2015.07.08	4383.000	4451.000	4380.000	4442.500	71575	138504	0
2015.07.10	4383.000	4391.420	4334.420	4334.420	60228	115459	0
2015.07.13	4343.500	4357.620	4295.620	4302.120	61641	114623	0
2015.07.14	4290.340	4306.940	4270.940	4301.940	51145	102908	0
2015.07.15	4300.570	4332.570	4282.570	4295.070	62716	125233	0
2015.07.16	4310.820	4329.470	4285.470	4324.470	63936	127774	0
2015.07.17	4317.570	4380.510	4314.850	4366.510	65252	130342	0
2015.07.20	4377.550	4404.170	4362.670	4367.170	62750	126874	0
2015.07.21	4360.490	4373.460	4326.960	4337.960	63703	128046	0
2015.07.22	4365.280	4415.330	4353.710	4397.830	63641	135442	0
2015.07.23	4438.840	4504.300	4436.130	4485.800	89093	199153	0
2015.07.24	4538.300	4579.800	4524.300	4577.300	65682	143221	0
2015.07.27	4598.260	4614.420	4568.920	4596.420	66545	147979	0
2015.07.28	4566.910	4700.120	4562.120	4575.620	98242	234997	0
2015.07.29	4564.870	4595.120	4520.120	4538.620	86376	201936	0
2015.07.30	4564.170	4609.620	4553.120	4599.620	73499	173488	0
2015.07.31	4577.310	4635.540	4509.540	4626.540	82247	173701	0
2015.08.03	4662.280	4673.620	4638.120	4659.620	57689	137269	0
2015.08.04	4638.890	4701.860	4629.360	4676.860	91075	213357	0
2015.08.05	4695.680	4717.540	4658.540	4700.040	70799	161015	0
2015.08.06	4717.130	4808.940	4708.460	4771.440	111285	253216	0
2015.08.07	4721.820	4807.970	4707.970	4731.970	104922	231680	0
2015.08.10	4749.850	4751.210	4634.670	4638.670	80881	191245	0
2015.08.11	4653.590	4735.730	4641.230	4689.730	86217	195564	0
2015.08.12	4661.650	4711.170	4640.170	4686.670	92866	195271	0
2015.08.13	4681.030	4743.040	4681.030	4733.540	83379	181462	0
2015.08.14	4724.480	4730.500	4656.480	4683.480	72079	169409	0
2015.08.17	4705.090	4710.440	4650.440	4670.940	66488	140027	0
2015.08.18	4690.350	4705.050	4644.550	4661.550	66974	144268	0
2015.08.19	4662.280	4715.920	4645.420	4685.920	97024	206303	0
2015.08.20	4717.130	4722.120	4637.620	4647.620	80150	168425	0
2015.08.21	4646.890	4704.600	4638.600	4695.600	88305	186227	0
2015.08.24	4761.940	4797.930	4734.930	4772.930	121691	245991	0
2015.08.25	4722.470	4837.460	4711.960	4836.460	91302	193389	0
2015.08.26	4830.150	4894.000	4806.500	4814.500	111388	221019	0
2015.08.27	4789.990	4813.990	4742.490	4751.490	102482	210478	0
2015.08.28	4784.600	4813.310	4743.310	4784.810	100999	202653	0
2015.08.31	4819.450	4912.800	4818.150	4881.300	9898	23697	0
2015.09.01	4931.180	4975.470	4919.970	4968.470	61140	115575	0
2015.09.02	4979.100	5064.020	4963.020	5048.520	117355	239410	0
2015.09.03	5074.190	5122.500	5018.000	5026.500	149784	291916	0
2015.09.04	5039.660	5178.620	5029.620	5165.620	115092	220207	0
2015.09.08	5102.810	5136.300	5068.800	5125.800	86061	167481	0
2015.09.09	5117.450	5118.110	5048.940	5059.440	93710	191560	0
2015.09.10	5229.870	5241.180	5131.050	5158.550	118560	233476	0
2015.09.11	5150.670	5213.170	5118.670	5186.170	98173	208574	0
2015.09.14	5173.960	5206.530	5094.530	5106.530	120096	253146	0
2015.09.15	5119.410	5192.940	5113.460	5169.940	90716	191554	0
2015.09.16	5168.690	5173.310	5105.520	5121.020	88411	183493	0
2015.09.17	5160.670	5221.340	5125.840	5214.340	115914	248835	0
2015.09.18	5162.660	5291.840	5157.340	5270.340	119855	257021	0
2015.09.21	5240.490	5343.000	5236.500	5323.500	115582	244678	0
2015.09.22	5350.940	5423.720	5345.220	5399.220	115583	252274	0
2015.09.23	5378.850	5582.190	5355.690	5566.690	140519	309639	0
2015.09.24	5618.980	5663.800	5254.800	5256.300	236809	404093	0
2015.09.25	5211.220	5338.210	5173.210	5298.210	178798	281295	0
2015.09.28	5320.980	5465.990	5302.990	5459.990	156038	276622	0
2015.09.29	5442.670	5526.570	5321.070	5386.070	58725	103879	0
2015.10.01	5222.650	5324.760	5209.260	5309.260	150774	260715	0
2015.10.02	5275.800	5351.300	5201.800	5209.800	144793	250795	0
2015.10.05	5189.210	5228.790	5148.790	5177.790	120586	207168	0
2015.10.06	5198.400	5210.610	5066.110	5096.610	128336	236639	0
2015.10.07	5073.820	5138.580	5009.080	5130.580	147749	272647	0
2015.10.08	5158.430	5162.780	5048.280	5052.780	80050	146125	1
2015.10.09	4975.500	5004.880	4916.880	4939.880	74956	137866	0
2015.10.13	5047.590	5137.590	5002.590	5120.590	125129	236444	0
2015.10.14	5116.450	5136.700	5027.700	5039.200	133302	236190	0
2015.10.15	4991.230	5083.140	4984.640	5000.140	63074	113792	0
2015.10.16	5073.190	5208.890	5025.390	5172.890	162449	286588	0
2015.10.19	5106.600	5165.610	5090.110	5112.610	127537	221095	0
2015.10.20	5113.820	5150.390	5064.890	5135.390	93415	169624	0
2015.10.21	5181.390	5213.620	5156.120	5186.620	107120	191422	0
2015.10.22	5172.830	5212.230	5134.730	5138.730	132149	248499	0
2015.10.23	5140.040	5162.920	5083.420	5088.920	135352	252205	0
2015.10.26	5086.940	5154.050	5027.550	5133.550	127055	237911	0
2015.10.27	5157.060	5163.980	5106.980	5110.980	138931	266531	0
2015.10.28	5091.510	5159.330	5056.330	5123.330	129119	262062	0
2015.10.29	5132.850	5183.920	5039.920	5043.420	116121	228022	0
2015.10.30	5010.910	5091.100	5010.910	5056.600	94353	192062	0
2015.11.03	5037.480	5049.800	4913.800	4945.800	125485	239058	0
2015.11.04	4936.890	4990.070	4904.570	4964.070	142453	262015	0
2015.11.05	4975.870	4990.210	4927.210	4941.210	107244	204002	0
2015.11.06	4953.810	5018.580	4906.080	4930.080	114921	222877	0
2015.11.09	4939.490	4972.530	4923.030	4970.030	92878	176991	0
2015.11.10	4965.490	4992.990	4880.490	4895.490	93592	188191	0
2015.11.11	4896.620	4945.500	4843.000	4919.000	111718	225180	0
2015.11.12	4897.340	4993.450	4884.950	4921.450	99979	201100	0
2015.11.13	4936.260	5013.550	4922.550	5010.550	114701	233869	0
2015.11.16	5016.100	5035.330	4982.330	4993.330	92164	175720	0
2015.11.17	4971.960	4983.630	4936.630	4970.130	83867	172385	0
2015.11.18	4963.500	4965.840	4903.840	4910.340	94006	187782	0
2015.11.19	4882.340	4899.710	4847.710	4856.710	103906	202277	0
2015.11.23	4840.170	4862.620	4821.620	4850.620	84379	169508	0
2015.11.24	4853.170	4866.330	4800.830	4803.830	83308	168282	0
2015.11.25	4862.870	4942.570	4849.570	4880.070	109931	226567	0
2015.11.26	4874.560	4899.240	4851.740	4869.240	53379	112850	0
2015.11.27	4890.190	4992.970	4831.470	4992.970	99005	210280	0
2015.11.30	4985.150	5033.270	4925.770	5030.270	35087	67056	1
2015.12.01	4971.140	5011.140	4915.140	4944.640	105983	216834	0
2015.12.02	4966.070	4970.190	4905.190	4922.690	130045	245530	0
2015.12.03	4870.650	4919.150	4791.150	4822.150	150719	274499	0
2015.12.04	4829.320	4856.020	4778.520	4817.520	114723	214729	0
2015.12.07	4832.450	4840.120	4781.250	4831.750	101719	191768	0
2015.12.08	4830.590	4888.970	4797.970	4853.470	138627	261026	0
2015.12.09	4827.380	4844.880	4762.880	4801.880	142837	270736	0
2015.12.10	4799.390	4875.990	4793.490	4871.490	126403	248850	0
2015.12.11	4907.540	4973.270	4896.770	4948.770	153302	294987	0
2015.12.14	4940.620	5011.860	4931.360	4946.360	127143	241606	0
2015.12.15	4947.630	4990.180	4918.680	4939.180	139015	258247	0
2015.12.16	4997.870	5065.360	4960.860	4960.860	170309	309400	0
2015.12.17	4977.510	4998.300	4928.800	4946.300	149178	271351	0
2015.12.18	5000.380	5083.310	4953.810	5082.810	144005	277570	0
2015.12.21	5087.540	5151.120	5054.620	5115.120	113929	224882	0
2015.12.22	5097.680	5117.590	5064.590	5092.090	102186	207557	0
2015.12.23	5086.900	5091.440	5029.940	5032.940	74521	144238	0
2015.12.28	5042.380	5046.380	4915.380	4918.380	88556	172605	0
2015.12.29	4915.820	4950.140	4890.140	4917.140	86709	168216	0
2015.12.30	4912.650	4964.040	4892.040	4961.540	11726	26349	0
2016.01.04	5012.520	5082.490	5002.580	5047.990	112661	205998	0
2016.01.05	5066.480	5077.020	4998.520	5022.020	123068	218251	0
2016.01.06	5067.120	5074.120	5008.620	5039.120	118603	213232	0
2016.01.07	5074.560	5088.670	5052.670	5052.670	64500	113057	0
2016.01.08	5027.420	5062.150	5004.150	5022.150	134770	227509	0
2016.01.11	5023.700	5072.420	4999.920	5060.420	122380	212121	0
2016.01.12	5043.560	5065.610	5016.110	5032.110	120218	217977	0
2016.01.13	4997.640	5016.100	4952.600	5002.600	129443	228660	0
2016.01.14	5014.360	5034.700	4973.200	4989.200	142562	247160	0
2016.01.15	5032.310	5061.310	5013.310	5046.310	135828	242976	0
2016.01.18	5022.430	5044.200	5001.700	5026.700	73151	136671	0
2016.01.19	4989.520	5054.000	4981.500	5050.500	122911	225210	0
2016.01.20	5086.980	5139.570	5067.070	5105.570	142845	270733	0
2016.01.21	5156.480	5188.830	5133.830	5167.330	175277	324552	0
2016.01.22	5144.080	5145.280	5092.940	5096.440	119041	220654	0
2016.01.26	5111.790	5120.650	5033.150	5034.150	123009	230994	0
2016.01.27	5039.840	5098.590	5003.090	5091.090	150299	288564	0
2016.01.28	5073.330	5114.250	5016.750	5063.250	183254	350583	0
2016.01.29	5032.310	5078.240	5017.740	5019.740	8846	20100	0
2016.02.01	5040.920	5046.470	4951.470	4972.470	174066	333388	0
2016.02.02	4989.270	5029.820	4972.320	4996.820	172657	335767	0
2016.02.03	4996.760	5000.530	4933.030	4945.030	129312	252730	0
2016.02.04	4851.310	4877.200	4813.700	4859.200	187590	361216	0
2016.02.05	4866.250	4912.750	4836.250	4883.250	168872	318716	0
2016.02.10	4872.460	4934.460	4871.830	4917.460	106105	188340	0
2016.02.11	4928.420	5001.770	4919.770	4981.770	184315	365156	0
2016.02.12	4979.990	5001.740	4951.740	4997.240	179522	380014	0
2016.02.15	4968.800	4994.920	4966.920	4986.420	76612	163550	0
2016.02.16	4981.830	5081.950	4978.450	5081.450	164489	348148	0
2016.02.17	5066.390	5072.550	4956.550	4973.050	201009	412073	0
2016.02.18	4959.470	5052.870	4953.870	5029.870	171328	348720	0
2016.02.19	5040.280	5065.420	4999.420	5008.920	163432	313280	0
2016.02.22	4978.140	4987.640	4904.640	4916.140	150163	296211	0
2016.02.23	4914.740	4951.980	4905.480	4920.480	146122	288512	0
2016.02.24	4955.760	4988.420	4917.920	4921.420	165114	331204	0
2016.02.25	4900.420	4929.090	4880.590	4915.590	161345	322019	0
2016.02.26	4917.240	4998.240	4892.240	4971.240	171236	332546	0
2016.02.29	4943.150	4987.160	4903.660	4981.160	148321	299072	0
2016.03.01	4956.030	4978.880	4872.880	4873.880	171562	335142	0
2016.03.02	4875.490	4883.650	4824.150	4832.150	168194	329929	0
2016.03.03	4810.290	4810.880	4681.990	4707.990	193571	389962	0
2016.03.04	4571.080	4671.920	4530.920	4652.420	278604	541595	0
2016.03.07	4660.270	4699.480	4624.480	4680.480	173023	340608	0
2016.03.08	4682.990	4688.690	4612.190	4641.690	154212	318927	0
2016.03.09	4627.640	4635.490	4547.490	4550.490	157155	322441	0
2016.03.10	4539.090	4563.280	4465.280	4482.280	148576	321666	0
2016.03.11	4457.350	4529.620	4441.120	4468.620	138327	273116	1
2016.03.14	4443.190	4519.130	4420.130	4517.630	163020	337174	0
2016.03.15	4588.930	4662.990	4537.990	4644.490	193853	408889	0
2016.03.16	4668.280	4752.270	4612.270	4622.270	242687	503984	0
2016.03.17	4506.510	4542.550	4440.050	4471.050	194420	341325	0
2016.03.18	4497.280	4530.360	4405.860	4472.860	186343	348094	0
2016.03.21	4469.590	4498.550	4443.550	4467.050	158546	293054	0
2016.03.22	4494.230	4499.650	4407.650	4409.150	162008	324566	0
2016.03.23	4449.940	4532.100	4441.600	4528.100	174520	339331	0
2016.03.24	4559.410	4581.840	4533.340	4535.340	152293	287122	0
2016.03.28	4510.220	4521.860	4458.860	4466.860	121568	227065	0
2016.03.29	4483.130	4522.130	4472.630	4483.130	150924	299801	0
2016.03.30	4474.550	4490.890	4429.390	4433.890	155942	313703	0
2016.03.31	4453.640	4475.780	4375.780	4380.280	7798	20088	0
2016.04.01	4388.360	4410.700	4316.200	4331.200	197444	395818	0
2016.04.04	4348.520	4417.980	4321.980	4409.480	153684	303467	0
2016.04.05	4442.210	4493.970	4419.470	4481.470	180776	360711	0
2016.04.06	4505.730	4517.010	4434.010	4444.510	193360	391788	0
2016.04.07	4459.780	4524.560	4441.560	4491.060	189094	392957	0
2016.04.08	4451.910	4465.240	4368.240	4373.240	155626	305655	0
2016.04.11	4359.330	4366.440	4253.440	4259.440	198427	409803	0
2016.04.12	4249.280	4329.380	4228.880	4244.880	245994	486022	0
2016.04.13	4261.390	4324.830	4220.830	4252.330	242716	482384	0
2016.04.14	4274.700	4294.050	4199.550	4237.550	198659	389501	0
2016.04.15	4220.860	4319.690	4214.690	4286.690	205525	404325	0
2016.04.18	4219.670	4390.840	4212.840	4386.340	207415	381874	0
2016.04.19	4345.450	4352.120	4276.520	4286.520	170143	321650	0
2016.04.20	4293.450	4319.890	4275.390	4276.890	141893	262209	0
2016.04.22	4307.990	4357.970	4307.310	4318.470	120469	222610	0
2016.04.25	4312.810	4324.620	4291.120	4318.120	124296	234436	0
2016.04.26	4292.830	4296.100	4262.100	4271.600	107040	206097	0
2016.04.27	4263.210	4302.450	4253.450	4267.950	163986	334832	0
2016.04.28	4260.140	4261.080	4215.080	4227.080	119515	243462	0
2016.04.29	4233.550	4236.020	4156.010	4173.010	13339	26908	0
2016.05.02	4189.220	4244.000	4184.000	4233.500	142006	287566	0
2016.05.03	4285.280	4331.440	4274.440	4299.940	151398	304852	0
