<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.08.14	64210	64690	63680	63825	113888	296496	0
2015.08.17	63816	64118	63228	63588	116443	297219	0
2015.08.18	63195	64622	62617	63522	176345	469901	0
2015.08.19	63294	63325	61605	62230	173552	471865	0
2015.08.20	61975	62761	61371	62201	161353	413304	0
2015.08.21	61739	61943	60678	60678	156132	403797	0
2015.08.24	58152	60515	56955	59650	282101	735569	0
2015.08.25	60921	61579	58979	58979	206797	532069	0
2015.08.26	59668	61794	59524	61704	245275	611139	0
2015.08.27	61916	64211	61831	64061	243152	614379	0
2015.08.28	63459	63925	62485	63025	214547	542472	0
2015.08.31	62391	62476	60818	61883	207073	531388	0
2015.09.01	60757	61408	60223	60833	216778	559636	0
2015.09.02	61085	62256	60206	62061	190370	498348	0
2015.09.03	62094	63365	61620	62990	203166	536968	0
2015.09.04	62193	63008	61653	61998	174874	440595	0
2015.09.08	62569	63124	62099	62314	134703	344214	0
2015.09.09	63202	63757	61987	62387	164488	419808	0
2015.09.10	60023	62299	59800	62114	200037	505924	0
2015.09.11	61692	62252	61362	62067	135214	344391	0
2015.09.14	61772	64440	61440	63775	158931	411867	0
2015.09.15	63756	63756	62173	62788	154211	399048	0
2015.09.16	63096	64808	62968	64423	157366	420193	0
